date,type,name,thresholds__advisory,phys_size_sum,log_size_sum,thresholds__hard,thresholds__soft
2023-12-20,nfs,aaz,9895604649984.0,6007499494912,4669356562268,10995116277760,
2023-12-07,nfs,aaz,9895604649984.0,5473314787840,4211489715535,10995116277760,
2023-12-18,nfs,aaz,9895604649984.0,6007884664320,4668807230865,10995116277760,
2023-12-06,nfs,aaz,9895604649984.0,5430120384000,4174713831960,10995116277760,
2023-12-16,nfs,aaz,9895604649984.0,6011348808704,4668282863413,10995116277760,
2023-12-13,nfs,aaz,9895604649984.0,6021061904896,4666529548224,10995116277760,
2023-12-15,nfs,aaz,9895604649984.0,6009379355648,4666813800138,10995116277760,
2023-12-10,nfs,aaz,9895604649984.0,5477058606080,4220085742880,10995116277760,
2023-12-11,nfs,aaz,9895604649984.0,5591222848000,4314853285745,10995116277760,
2023-12-19,nfs,aaz,9895604649984.0,6007402466304,4669213640253,10995116277760,
2023-12-03,nfs,aaz,9895604649984.0,5404615791616,4154896221446,10995116277760,
2023-12-12,nfs,aaz,9895604649984.0,6037987091968,4665915845750,10995116277760,
2023-12-02,nfs,aaz,9895604649984.0,5404188072960,4154581744980,10995116277760,
2023-12-01,nfs,aaz,9895604649984.0,5403390468096,4154195380999,10995116277760,
2023-12-09,nfs,aaz,9895604649984.0,5477058606080,4220085742880,10995116277760,
2023-12-17,nfs,aaz,9895604649984.0,6011348808704,4668282863413,10995116277760,
2023-12-04,nfs,aaz,9895604649984.0,5406226601984,4156102472726,10995116277760,
2023-12-08,nfs,aaz,9895604649984.0,5473314787840,4211489715535,10995116277760,
2023-12-14,nfs,aaz,9895604649984.0,6021061904896,4666529548224,10995116277760,
2023-12-05,nfs,aaz,9895604649984.0,5406226601984,4156102472726,10995116277760,
2023-12-03,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-10,nfs,ajs17,989560464998.0,602319834112,432779649569,1099511627776,
2023-12-02,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-13,nfs,ajs17,989560464998.0,602676022784,432779649569,1099511627776,
2023-12-09,nfs,ajs17,989560464998.0,602319834112,432779649569,1099511627776,
2023-12-17,nfs,ajs17,989560464998.0,602762359808,432779649569,1099511627776,
2023-12-04,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-11,nfs,ajs17,989560464998.0,602608271360,432779649569,1099511627776,
2023-12-05,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-16,nfs,ajs17,989560464998.0,602762359808,432779649569,1099511627776,
2023-12-15,nfs,ajs17,989560464998.0,602765012480,432779649569,1099511627776,
2023-12-14,nfs,ajs17,989560464998.0,602676022784,432779649569,1099511627776,
2023-12-08,nfs,ajs17,989560464998.0,602319807488,432779649569,1099511627776,
2023-12-18,nfs,ajs17,989560464998.0,602762359808,432779649569,1099511627776,
2023-12-12,nfs,ajs17,989560464998.0,602675848192,432779649569,1099511627776,
2023-12-06,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-19,nfs,ajs17,989560464998.0,602762359808,432779649569,1099511627776,
2023-12-01,nfs,ajs17,989560464998.0,602186611200,432779649569,1099511627776,
2023-12-07,nfs,ajs17,989560464998.0,602319807488,432779649569,1099511627776,
2023-12-20,nfs,ajs17,989560464998.0,602762359808,432779649569,1099511627776,
2023-12-15,nfs,av21,14843406974976.0,6489131119616,4485424630708,16492674416640,
2023-12-03,nfs,av21,14843406974976.0,6596364852224,4483594731069,16492674416640,
2023-12-10,nfs,av21,14843406974976.0,6537947221504,4483820326557,16492674416640,
2023-12-19,nfs,av21,14843406974976.0,6491173448192,4486994043658,16492674416640,
2023-12-12,nfs,av21,14843406974976.0,6502376309760,4485420771191,16492674416640,
2023-12-01,nfs,av21,14843406974976.0,6593474853376,4481577903810,16492674416640,
2023-12-17,nfs,av21,14843406974976.0,6489016268288,4485424630708,16492674416640,
2023-12-04,nfs,av21,14843406974976.0,6596364852224,4483594731069,16492674416640,
2023-12-08,nfs,av21,14843406974976.0,6581273232384,4483596400032,16492674416640,
2023-12-20,nfs,av21,14843406974976.0,6491167353344,4486994043658,16492674416640,
2023-12-05,nfs,av21,14843406974976.0,6596364852224,4483594731069,16492674416640,
2023-12-14,nfs,av21,14843406974976.0,6499093585920,4485424630625,16492674416640,
2023-12-09,nfs,av21,14843406974976.0,6537947221504,4483820326557,16492674416640,
2023-12-11,nfs,av21,14843406974976.0,6526957614592,4483820326557,16492674416640,
2023-12-13,nfs,av21,14843406974976.0,6499093585920,4485424630625,16492674416640,
2023-12-16,nfs,av21,14843406974976.0,6489016268288,4485424630708,16492674416640,
2023-12-06,nfs,av21,14843406974976.0,6596481025536,4483594731069,16492674416640,
2023-12-02,nfs,av21,14843406974976.0,6596085203968,4483398896993,16492674416640,
2023-12-07,nfs,av21,14843406974976.0,6581273232384,4483596400032,16492674416640,
2023-12-18,nfs,av21,14843406974976.0,6489012172288,4485424630708,16492674416640,
2023-12-04,nfs,bioc,98956046499840.0,7374664753152,3227344910220,109951162777600,
2023-12-19,nfs,bioc,98956046499840.0,7527482899456,3250119731444,109951162777600,
2023-12-17,nfs,bioc,98956046499840.0,7529422387200,3250119731444,109951162777600,
2023-12-08,nfs,bioc,98956046499840.0,7465918046208,3250119731444,109951162777600,
2023-12-15,nfs,bioc,98956046499840.0,7526904188416,3250119731444,109951162777600,
2023-12-12,nfs,bioc,98956046499840.0,7508315717632,3250119731444,109951162777600,
2023-12-03,nfs,bioc,98956046499840.0,7124089939456,3100327185387,109951162777600,
2023-12-18,nfs,bioc,98956046499840.0,7529199734784,3250119731444,109951162777600,
2023-12-01,nfs,bioc,98956046499840.0,6960162510848,3013215891461,109951162777600,
2023-12-20,nfs,bioc,98956046499840.0,7527459699712,3250119731444,109951162777600,
2023-12-14,nfs,bioc,98956046499840.0,7512201711104,3250119731444,109951162777600,
2023-12-10,nfs,bioc,98956046499840.0,7473823994368,3250119731444,109951162777600,
2023-12-05,nfs,bioc,98956046499840.0,7374664753152,3227344910220,109951162777600,
2023-12-13,nfs,bioc,98956046499840.0,7512201711104,3250119731444,109951162777600,
2023-12-11,nfs,bioc,98956046499840.0,7486039710208,3250119731444,109951162777600,
2023-12-06,nfs,bioc,98956046499840.0,7438013700096,3244795978061,109951162777600,
2023-12-16,nfs,bioc,98956046499840.0,7529422387200,3250119731444,109951162777600,
2023-12-07,nfs,bioc,98956046499840.0,7465918046208,3250119731444,109951162777600,
2023-12-02,nfs,bioc,98956046499840.0,6997918445568,3035759231887,109951162777600,
2023-12-09,nfs,bioc,98956046499840.0,7473823994368,3250119731444,109951162777600,
2023-12-01,nfs,bonner,98956046499840.0,7081789807104,5114886652544,109951162777600,
2023-12-18,nfs,bonner,98956046499840.0,6909139045376,5114886652544,109951162777600,
2023-12-06,nfs,bonner,98956046499840.0,7081784007168,5114886652544,109951162777600,
2023-12-02,nfs,bonner,98956046499840.0,7081789807104,5114886652544,109951162777600,
2023-12-11,nfs,bonner,98956046499840.0,7039855185408,5114886652544,109951162777600,
2023-12-04,nfs,bonner,98956046499840.0,7081789807104,5114886652544,109951162777600,
2023-12-16,nfs,bonner,98956046499840.0,6944756944384,5114886652544,109951162777600,
2023-12-12,nfs,bonner,98956046499840.0,7009575328256,5114886652544,109951162777600,
2023-12-13,nfs,bonner,98956046499840.0,7000021642752,5114886652544,109951162777600,
2023-12-08,nfs,bonner,98956046499840.0,7051035302912,5114886652544,109951162777600,
2023-12-09,nfs,bonner,98956046499840.0,7043910571520,5114886652544,109951162777600,
2023-12-03,nfs,bonner,98956046499840.0,7081789807104,5114886652544,109951162777600,
2023-12-14,nfs,bonner,98956046499840.0,7000021642752,5114886652544,109951162777600,
2023-12-05,nfs,bonner,98956046499840.0,7081789807104,5114886652544,109951162777600,
2023-12-20,nfs,bonner,98956046499840.0,6906922809344,5114886654472,109951162777600,
2023-12-19,nfs,bonner,98956046499840.0,6908468262912,5114886652544,109951162777600,
2023-12-17,nfs,bonner,98956046499840.0,6944756944384,5114886652544,109951162777600,
2023-12-10,nfs,bonner,98956046499840.0,7043910571520,5114886652544,109951162777600,
2023-12-15,nfs,bonner,98956046499840.0,6958468725760,5114886652544,109951162777600,
2023-12-07,nfs,bonner,98956046499840.0,7051035302912,5114886652544,109951162777600,
2023-12-05,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-18,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-08,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-17,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-06,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-09,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-15,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-19,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-04,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-02,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-10,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-07,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-11,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-13,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-03,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-01,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-14,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-16,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-12,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-20,nfs,br1,483183820800.0,147456,202,536870912000,
2023-12-05,nfs,caam,2968681394995.0,7123759419904,2750709464021,3298534883328,
2023-12-06,nfs,caam,2968681394995.0,7129410549248,2751821574251,3298534883328,
2023-12-14,nfs,caam,2968681394995.0,7233213639680,2764267490647,3298534883328,
2023-12-18,nfs,caam,2968681394995.0,7258667795456,2766374476002,3298534883328,
2023-12-16,nfs,caam,2968681394995.0,7255831067136,2766007117165,3298534883328,
2023-12-07,nfs,caam,2968681394995.0,7151278797824,2751558840215,3298534883328,
2023-12-01,nfs,caam,2968681394995.0,7108174759424,2747846002855,3298534883328,
2023-12-02,nfs,caam,2968681394995.0,7090894317056,2729477686754,3298534883328,
2023-12-09,nfs,caam,2968681394995.0,7180197657088,2758717723923,3298534883328,
2023-12-13,nfs,caam,2968681394995.0,7233213639680,2764267490647,3298534883328,
2023-12-11,nfs,caam,2968681394995.0,7200072252416,2761551409871,3298534883328,
2023-12-20,nfs,caam,2968681394995.0,7262071442944,2767039603218,3298534883328,
2023-12-10,nfs,caam,2968681394995.0,7180197657088,2758717723923,3298534883328,
2023-12-12,nfs,caam,2968681394995.0,7226922292736,2763871076933,3298534883328,
2023-12-04,nfs,caam,2968681394995.0,7123759419904,2750709464021,3298534883328,
2023-12-08,nfs,caam,2968681394995.0,7151278797824,2751558840215,3298534883328,
2023-12-03,nfs,caam,2968681394995.0,7118175441920,2749556162216,3298534883328,
2023-12-15,nfs,caam,2968681394995.0,7247792950784,2764743167540,3298534883328,
2023-12-19,nfs,caam,2968681394995.0,7261944192512,2767070336619,3298534883328,
2023-12-17,nfs,caam,2968681394995.0,7255831067136,2766007117165,3298534883328,
2023-12-13,nfs,cecilia,98956046499840.0,49974043106304,36980303446545,109951162777600,
2023-12-09,nfs,cecilia,98956046499840.0,50360956992000,36980303446545,109951162777600,
2023-12-11,nfs,cecilia,98956046499840.0,50264756192256,36980303446545,109951162777600,
2023-12-10,nfs,cecilia,98956046499840.0,50360956992000,36980303446545,109951162777600,
2023-12-19,nfs,cecilia,98956046499840.0,49813620446720,36980303446545,109951162777600,
2023-12-02,nfs,cecilia,98956046499840.0,50556666134528,36980303446545,109951162777600,
2023-12-16,nfs,cecilia,98956046499840.0,49831041274880,36980303446545,109951162777600,
2023-12-06,nfs,cecilia,98956046499840.0,50555444886528,36980303446545,109951162777600,
2023-12-17,nfs,cecilia,98956046499840.0,49831041274880,36980303446545,109951162777600,
2023-12-03,nfs,cecilia,98956046499840.0,50556666134528,36980303446545,109951162777600,
2023-12-18,nfs,cecilia,98956046499840.0,49818873518080,36980303446545,109951162777600,
2023-12-08,nfs,cecilia,98956046499840.0,50501066248704,36980303446545,109951162777600,
2023-12-15,nfs,cecilia,98956046499840.0,49873314743296,36980303446545,109951162777600,
2023-12-04,nfs,cecilia,98956046499840.0,50556666134528,36980303446545,109951162777600,
2023-12-07,nfs,cecilia,98956046499840.0,50501066248704,36980303446545,109951162777600,
2023-12-05,nfs,cecilia,98956046499840.0,50556666134528,36980303446545,109951162777600,
2023-12-12,nfs,cecilia,98956046499840.0,50021066351616,36980303446545,109951162777600,
2023-12-01,nfs,cecilia,98956046499840.0,50556580143104,36980303446545,109951162777600,
2023-12-14,nfs,cecilia,98956046499840.0,49974043106304,36980303446545,109951162777600,
2023-12-20,nfs,cecilia,98956046499840.0,49812498208256,36980303446545,109951162777600,
2023-12-11,nfs,cmj4,1979120929996.0,2820710385664,1707564315699,2199023255552,
2023-12-02,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-06,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-20,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-10,nfs,cmj4,1979120929996.0,2826480563200,1707564315699,2199023255552,
2023-12-14,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-03,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-08,nfs,cmj4,1979120929996.0,2830119206912,1707564315699,2199023255552,
2023-12-07,nfs,cmj4,1979120929996.0,2830119206912,1707564315699,2199023255552,
2023-12-18,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-09,nfs,cmj4,1979120929996.0,2826480563200,1707564315699,2199023255552,
2023-12-05,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-15,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-17,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-13,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-12,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-04,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-01,nfs,cmj4,1979120929996.0,2829835067392,1707564315699,2199023255552,
2023-12-19,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-16,nfs,cmj4,1979120929996.0,2796636742144,1707564315699,2199023255552,
2023-12-04,nfs,ctbp,148434069749760.0,120637544365568,93174331693614,164926744166400,
2023-12-08,nfs,ctbp,148434069749760.0,120455993150464,93175905297919,164926744166400,
2023-12-14,nfs,ctbp,148434069749760.0,119713612152320,93206632029451,164926744166400,
2023-12-07,nfs,ctbp,148434069749760.0,120455993150464,93175905297919,164926744166400,
2023-12-12,nfs,ctbp,148434069749760.0,119804274970112,93207040376757,164926744166400,
2023-12-15,nfs,ctbp,148434069749760.0,119487616668160,93226017139091,164926744166400,
2023-12-02,nfs,ctbp,148434069749760.0,120636207212032,93173699812070,164926744166400,
2023-12-19,nfs,ctbp,148434069749760.0,119326876434944,93228028206807,164926744166400,
2023-12-10,nfs,ctbp,148434069749760.0,120334172598784,93176860097242,164926744166400,
2023-12-18,nfs,ctbp,148434069749760.0,119356429673984,93227974425373,164926744166400,
2023-12-20,nfs,ctbp,148434069749760.0,119327184225280,93229789539725,164926744166400,
2023-12-06,nfs,ctbp,148434069749760.0,120632342786048,93173875600121,164926744166400,
2023-12-05,nfs,ctbp,148434069749760.0,120637544365568,93174331693614,164926744166400,
2023-12-13,nfs,ctbp,148434069749760.0,119713612152320,93206632029451,164926744166400,
2023-12-09,nfs,ctbp,148434069749760.0,120334172598784,93176860097242,164926744166400,
2023-12-16,nfs,ctbp,148434069749760.0,119443936623104,93227993577634,164926744166400,
2023-12-11,nfs,ctbp,148434069749760.0,120068817798656,93177580217280,164926744166400,
2023-12-01,nfs,ctbp,148434069749760.0,120633482219520,93171918578980,164926744166400,
2023-12-03,nfs,ctbp,148434069749760.0,120636910161408,93174357672330,164926744166400,
2023-12-17,nfs,ctbp,148434069749760.0,119443936623104,93227993577634,164926744166400,
2023-12-10,nfs,dyz1,,692607942656,542310320132,536870912000,
2023-12-18,nfs,dyz1,,672360795648,542310320132,536870912000,
2023-12-02,nfs,dyz1,,690797689344,542310320132,536870912000,
2023-12-01,nfs,dyz1,,690797689344,542310320132,536870912000,
2023-12-12,nfs,dyz1,,672348519424,542310320132,536870912000,
2023-12-16,nfs,dyz1,,672360396288,542310320132,536870912000,
2023-12-04,nfs,dyz1,,690797689344,542310320132,536870912000,
2023-12-09,nfs,dyz1,,692607942656,542310320132,536870912000,
2023-12-06,nfs,dyz1,,691430951424,542310320132,536870912000,
2023-12-19,nfs,dyz1,,672360795648,542310320132,536870912000,
2023-12-07,nfs,dyz1,,692525259264,542310320132,536870912000,
2023-12-20,nfs,dyz1,,672360795648,542310320132,536870912000,
2023-12-08,nfs,dyz1,,692525259264,542310320132,536870912000,
2023-12-03,nfs,dyz1,,690797689344,542310320132,536870912000,
2023-12-05,nfs,dyz1,,690797689344,542310320132,536870912000,
2023-12-11,nfs,dyz1,,685236811264,542310320132,536870912000,
2023-12-14,nfs,dyz1,,672352501248,542310320132,536870912000,
2023-12-15,nfs,dyz1,,672359167488,542310320132,536870912000,
2023-12-17,nfs,dyz1,,672360396288,542310320132,536870912000,
2023-12-13,nfs,dyz1,,672352501248,542310320132,536870912000,
2023-12-01,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-07,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-20,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-10,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-19,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-13,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-02,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-18,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-05,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-11,nfs,edn,483183820800.0,105384559616,70091870140,536870912000,
2023-12-03,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-09,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-06,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-12,nfs,edn,483183820800.0,104890678272,70091870140,536870912000,
2023-12-08,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-04,nfs,edn,483183820800.0,105817700352,70091870140,536870912000,
2023-12-14,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-15,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-17,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-16,nfs,edn,483183820800.0,103797062144,70091870140,536870912000,
2023-12-16,nfs,erzsebet,31665934879948.0,13513479792640,8561493722142,145135534866432,
2023-12-20,nfs,erzsebet,31665934879948.0,13539929139200,8565381300424,145135534866432,
2023-12-01,nfs,erzsebet,31665934879948.0,13591438188544,8550666492846,145135534866432,
2023-12-05,nfs,erzsebet,31665934879948.0,13611272464896,8554910547221,145135534866432,
2023-12-09,nfs,erzsebet,31665934879948.0,13646911587328,8555398268555,145135534866432,
2023-12-06,nfs,erzsebet,31665934879948.0,13641220405248,8555188663335,145135534866432,
2023-12-14,nfs,erzsebet,31665934879948.0,13552749693952,8561393735001,145135534866432,
2023-12-19,nfs,erzsebet,31665934879948.0,13536433587200,8565336370859,145135534866432,
2023-12-08,nfs,erzsebet,31665934879948.0,13651923339776,8555379156341,145135534866432,
2023-12-17,nfs,erzsebet,31665934879948.0,13513479792640,8561493722142,145135534866432,
2023-12-15,nfs,erzsebet,31665934879948.0,13526081189376,8561495410808,145135534866432,
2023-12-02,nfs,erzsebet,31665934879948.0,13591437991936,8550666482339,145135534866432,
2023-12-12,nfs,erzsebet,31665934879948.0,13584719704576,8562304744362,145135534866432,
2023-12-10,nfs,erzsebet,31665934879948.0,13646911587328,8555398268555,145135534866432,
2023-12-18,nfs,erzsebet,31665934879948.0,13524859050496,8564986554810,145135534866432,
2023-12-03,nfs,erzsebet,31665934879948.0,13591438188544,8550666508828,145135534866432,
2023-12-13,nfs,erzsebet,31665934879948.0,13552749693952,8561393735001,145135534866432,
2023-12-07,nfs,erzsebet,31665934879948.0,13651923339776,8555379156341,145135534866432,
2023-12-04,nfs,erzsebet,31665934879948.0,13611272464896,8554910547221,145135534866432,
2023-12-11,nfs,erzsebet,31665934879948.0,13614672134656,8555398066426,145135534866432,
2023-12-15,nfs,gallen,98956046499840.0,6642684644352,4407531927256,109951162777600,
2023-12-07,nfs,gallen,98956046499840.0,6655898151936,4407531927256,109951162777600,
2023-12-14,nfs,gallen,98956046499840.0,6642722381824,4407531927256,109951162777600,
2023-12-06,nfs,gallen,98956046499840.0,6655061487104,4407531927256,109951162777600,
2023-12-09,nfs,gallen,98956046499840.0,6650679558144,4407531927256,109951162777600,
2023-12-18,nfs,gallen,98956046499840.0,6642694530560,4407531927256,109951162777600,
2023-12-08,nfs,gallen,98956046499840.0,6655898151936,4407531927256,109951162777600,
2023-12-13,nfs,gallen,98956046499840.0,6642722381824,4407531927256,109951162777600,
2023-12-01,nfs,gallen,98956046499840.0,6654802072064,4407531927256,109951162777600,
2023-12-16,nfs,gallen,98956046499840.0,6642698444288,4407531927256,109951162777600,
2023-12-03,nfs,gallen,98956046499840.0,6654802072064,4407531927256,109951162777600,
2023-12-11,nfs,gallen,98956046499840.0,6641707466240,4407531927256,109951162777600,
2023-12-10,nfs,gallen,98956046499840.0,6650679558144,4407531927256,109951162777600,
2023-12-12,nfs,gallen,98956046499840.0,6642721822720,4407531927256,109951162777600,
2023-12-20,nfs,gallen,98956046499840.0,6640990144000,4407531927256,109951162777600,
2023-12-02,nfs,gallen,98956046499840.0,6654802072064,4407531927256,109951162777600,
2023-12-04,nfs,gallen,98956046499840.0,6654802072064,4407531927256,109951162777600,
2023-12-17,nfs,gallen,98956046499840.0,6642698444288,4407531927256,109951162777600,
2023-12-05,nfs,gallen,98956046499840.0,6654802072064,4407531927256,109951162777600,
2023-12-19,nfs,gallen,98956046499840.0,6642693744128,4407531927256,109951162777600,
2023-12-05,nfs,gb35,989560464998.0,1677834937856,1034305621762,1099511627776,
2023-12-17,nfs,gb35,989560464998.0,1656181066752,1004797979017,1099511627776,
2023-12-12,nfs,gb35,989560464998.0,1659749166080,1006280857673,1099511627776,
2023-12-01,nfs,gb35,989560464998.0,1673404140032,1031540119680,1099511627776,
2023-12-16,nfs,gb35,989560464998.0,1656181066752,1004797979017,1099511627776,
2023-12-09,nfs,gb35,989560464998.0,1577239982080,956394935191,1099511627776,
2023-12-07,nfs,gb35,989560464998.0,1684915737600,1043678275060,1099511627776,
2023-12-08,nfs,gb35,989560464998.0,1684915737600,1043678275060,1099511627776,
2023-12-11,nfs,gb35,989560464998.0,1592288374272,965772714247,1099511627776,
2023-12-20,nfs,gb35,989560464998.0,1655365778944,1004854651087,1099511627776,
2023-12-02,nfs,gb35,989560464998.0,1676480122880,1033924396769,1099511627776,
2023-12-10,nfs,gb35,989560464998.0,1577239982080,956394935191,1099511627776,
2023-12-18,nfs,gb35,989560464998.0,1656143673856,1004854160586,1099511627776,
2023-12-13,nfs,gb35,989560464998.0,1661045511168,1007569061073,1099511627776,
2023-12-15,nfs,gb35,989560464998.0,1656219952128,1004777895449,1099511627776,
2023-12-03,nfs,gb35,989560464998.0,1676920855552,1034083011234,1099511627776,
2023-12-14,nfs,gb35,989560464998.0,1661045511168,1007569061073,1099511627776,
2023-12-06,nfs,gb35,989560464998.0,1689383764992,1044529069558,1099511627776,
2023-12-04,nfs,gb35,989560464998.0,1677834937856,1034305621762,1099511627776,
2023-12-19,nfs,gb35,989560464998.0,1655511401984,1004848062116,1099511627776,
2023-12-16,nfs,georgep,98956046499840.0,146141547564032,82677350869382,109951162777600,
2023-12-13,nfs,georgep,98956046499840.0,146600655671808,82677271782675,109951162777600,
2023-12-12,nfs,georgep,98956046499840.0,146678535476224,82677211904015,109951162777600,
2023-12-18,nfs,georgep,98956046499840.0,146116226520576,82677350869382,109951162777600,
2023-12-07,nfs,georgep,98956046499840.0,147015187119616,82663858297085,109951162777600,
2023-12-06,nfs,georgep,98956046499840.0,146591889373696,82402230192390,109951162777600,
2023-12-04,nfs,georgep,98956046499840.0,146585558518784,82402230192302,109951162777600,
2023-12-14,nfs,georgep,98956046499840.0,146600655671808,82677271782675,109951162777600,
2023-12-15,nfs,georgep,98956046499840.0,146276364791808,82677350869382,109951162777600,
2023-12-19,nfs,georgep,98956046499840.0,146102519454208,82682388535788,109951162777600,
2023-12-11,nfs,georgep,98956046499840.0,146862300130816,82676936509348,109951162777600,
2023-12-09,nfs,georgep,98956046499840.0,146965746694656,82676728889089,109951162777600,
2023-12-08,nfs,georgep,98956046499840.0,147015187119616,82663858297085,109951162777600,
2023-12-10,nfs,georgep,98956046499840.0,146965746694656,82676728889089,109951162777600,
2023-12-03,nfs,georgep,98956046499840.0,146585558518784,82402230192302,109951162777600,
2023-12-20,nfs,georgep,98956046499840.0,146087184333312,82682388535788,109951162777600,
2023-12-01,nfs,georgep,98956046499840.0,146434859523072,82323457318074,109951162777600,
2023-12-02,nfs,georgep,98956046499840.0,146434956397568,82323530958215,109951162777600,
2023-12-17,nfs,georgep,98956046499840.0,146141547564032,82677350869382,109951162777600,
2023-12-05,nfs,georgep,98956046499840.0,146585558518784,82402230192302,109951162777600,
2023-12-07,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-18,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-15,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-12,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-04,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-05,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-09,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-08,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-03,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-14,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-02,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-13,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-20,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-19,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-10,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-01,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-06,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-17,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-16,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-11,nfs,geurts,483183820800.0,106496,181,536870912000,
2023-12-14,nfs,hartigan,4947802324992.0,3977538591744,2992284611806,5497558138880,
2023-12-12,nfs,hartigan,4947802324992.0,3980078776320,2992284611806,5497558138880,
2023-12-09,nfs,hartigan,4947802324992.0,3979990088704,2992284611098,5497558138880,
2023-12-13,nfs,hartigan,4947802324992.0,3977538591744,2992284611806,5497558138880,
2023-12-20,nfs,hartigan,4947802324992.0,3977526087168,2992318037131,5497558138880,
2023-12-06,nfs,hartigan,4947802324992.0,3979597302272,2992284607693,5497558138880,
2023-12-03,nfs,hartigan,4947802324992.0,3979603762688,2992286966365,5497558138880,
